File ID,Category,Original Description,Subcategory
011281,Idle,the person walks forward doing a dribble kick.,walking and gesturing
M011281,Idle,the person walks forward doing a dribble kick.,walking and gesturing
011232,Idle,"a person runs backwards, turns halfway then runs forward.",running and turning around
M011232,Idle,"a person runs backwards, turns halfway then runs forward.",running and turning around
011231,Idle,someone walking backwards in a strait line,walking and turning around
M011231,Idle,someone walking backwards in a strait line,walking and turning around
011223,Idle,this person waves his right arm up and down as if to enjoy a beat.,gesturing
M011223,Idle,this person waves his left arm up and down as if to enjoy a beat.,gesturing
011219,Idle,a person is bendind their knees moving up and down with arms strechted forward,bending and gesturing
M011219,Idle,a person is bendind their knees moving up and down with arms strechted forward,bending and gesturing
011205,Idle,a person jumps repeatedly using his arms and legs to resemble a skiing pattern.,jumping and gesturing
M011205,Idle,a person jumps repeatedly using his arms and legs to resemble a skiing pattern.,jumping and gesturing
011190,Idle,"a person is standing, then bends forward repeatedly, then takes a step back and to the left.","standing and bending repeatedly, then stepping back and to the left"
M011190,Idle,"a person is standing, then bends forward repeatedly, then takes a step back and to the right.","standing and bending repeatedly, then stepping back and turning to the right"
011180,Idle,"a man is standing with his arms horizontal to his sides, then takes two steps, and bends with his right hand as if he is petting a dog.",standing and gesturing
M011180,Idle,"a man is standing with his arms horizontal to his sides, then takes two steps, and bends with his left hand as if he is petting a dog.",standing and gesturing
011178,Idle,the person picks up the bottle of wax then wipes down the car,gesturing and wiping
M011178,Idle,the person picks up the bottle of wax then wipes down the car,gesturing and wiping
011175,Idle,a person turns around then walks forward oddly before turning around again.,walking and turning around
M011175,Idle,a person turns around then walks forward oddly before turning around again.,walking and turning around
011173,Idle,person does a quick jump and then stumbles to the left.,falling and stumbling
M011173,Idle,person does a quick jump and then stumbles to the right.,jumping and falling
011163,Idle,"a person steps to the right, slides their left foot, and waves with their right hand.",gesturing
M011163,Idle,"a person steps to the left, slides their right foot, and waves with their left hand.",gesturing and walking
011162,Idle,the person is painting a wall.,irrelevant
M011162,Idle,the person is painting a wall.,irrelevant
011152,Idle,"a person picks up an item with it's left hand, passes the item to their right hand in front of their body, and sets the item down with their right hand.",gesturing
M011152,Idle,"a person picks up an item with it's right hand, passes the item to their left hand in front of their body, and sets the item down with their left hand.",gesturing
011141,Idle,"a person turns to their left, walks forward, turns left again and walks back, then turns left again and walks back to the start position.",walking and turning around
M011141,Idle,"a person turns to their right, walks forward, turns right again and walks back, then turns right again and walks back to the start position.",walking and turning around
011131,Idle,"a person slowly walked backwards,",walking backwards
M011131,Idle,"a person slowly walked backwards,",walking backwards
011130,Idle,a person is standing then pushes something with their right should and finally stands still.,pushing and standing
M011130,Idle,a person is standing then pushes something with their left should and finally stands still.,standing and gesturing
011124,Idle,jumping up and down in place,jumping
M011124,Idle,jumping up and down in place,jumping
011115,Idle,this person appears to left something heavy from left to right.,irrelevant
M011115,Idle,this person appears to right something heavy from right to left.,irrelevant
011114,Idle,the person is standing still posing like a zombie.,standing
M011114,Idle,the person is standing still posing like a zombie.,standing
011111,Idle,the person is walking around in a circle.,walking in a circle
M011111,Idle,the person is walking around in a circle.,walking in a circle
011106,Idle,the figure appears to be exercising,exercising
M011106,Idle,the figure appears to be exercising,exercising
011101,Idle,a person lightly kicks something with their right leg.,kicking
M011101,Idle,a person lightly kicks something with their left leg.,kicking
011074,Idle,a person walks in a counter clockwise circle.,walking and turning around
M011074,Idle,a person walks in a counter counterclockwise circle.,walking and turning around
011071,Idle,the person paces back and forth from left to right a few times before stopping in the center and facing forward,walking and turning around
M011071,Idle,the person paces back and forth from right to left a few times before stopping in the center and facing forward,pacing and turning around
011067,Idle,this person moves both arms up and all around.,gesturing
M011067,Idle,this person moves both arms up and all around.,gesturing
011064,Idle,running in a circle then back.,running and gesturing
M011064,Idle,running in a circle then back.,running and gesturing
011055,Idle,a person jumps up and down once.,jumping
M011055,Idle,a person jumps up and down once.,jumping
011051,Idle,a person walks backwards carefully.,walking and turning around
M011051,Idle,a person walks backwards carefully.,walking and turning around
011033,Idle,a person seems to be hopping on his legs.,hopping
M011033,Idle,a person seems to be hopping on his legs.,hopping
011028,Idle,a man jumps then kicks the air whilst moving to the opposite end of the room.,jumping and gesturing
M011028,Idle,a man jumps then kicks the air whilst moving to the opposite end of the room.,jumping and gesturing
011022,Idle,person is jumping up and down,jumping
M011022,Idle,person is jumping up and down,jumping
011019,Idle,"a man spins his right arm around in fast forward circles, hopping slightly as he does, then repeats the process with backwards circles, then does fast forward circles with his left arm.",gesturing and jumping
M011019,Idle,"a man spins his left arm around in fast forward circles, hopping slightly as he does, then repeats the process with backwards circles, then does fast forward circles with his right arm.",gesturing and jumping
010998,Idle,a person uses right hand to put something in its mouth.,gesturing
010989,Idle,"a person bends down to pick something up with their right hand, then leans up and rubs their right hand around, finally bringing up their left hand.","bending down, rubbing hands, raising left hand"
010970,Idle,the person was pushed from the right side.,irrelevant
010969,Idle,a man walking in a counter-clockwise direction and returning to his original position.,walking and turning around
010967,Idle,a person getting shade from arm,standing
010961,Idle,a person jumps far to their left.,jumping and gesturing
010956,Idle,the person is holding his head because he feels dizzy.,irrelevant
010953,Idle,a person does motions to stretch out his back,gesturing
010950,Idle,the person was walking forward with a low kick to the right.,walking and gesturing
010935,Idle,a person walks in a clockwise circle.,walking and turning around
010926,Idle,a person stretches their arms side to side.,gesturing
010923,Idle,a person jumps two times.,jumping
010920,Idle,a person stretches out his right arm and moves it from right to left then puts it down.,gesturing
010919,Idle,a person jumps up and down on their toes,jumping
010625,Idle,he moves around then stops,standing
M010625,Idle,he moves around then stops,standing
010611,Idle,"the sim moves across the plane in a athletic fashion appearing to use their right leg in a exercise routine going to the end of the plane, doing the motion again on the way back to the center of the plane.",walking and turning around
M010611,Idle,"the sim moves across the plane in a athletic fashion appearing to use their left leg in a exercise routine going to the end of the plane, doing the motion again on the way back to the center of the plane.",walking and turning around
010609,Idle,"a person who is standing with his arms by his sides raises both of this hands above his head, lowers his hands to his sides and steps forward.","gesturing
standing
walking"
M010609,Idle,"a person who is standing with his arms by his sides raises both of this hands above his head, lowers his hands to his sides and steps forward.",gesturing and walking
010607,Idle,a person jumps as they extend their legs and arms in a jumping-jack motion.,jumping and gesturing
M010607,Idle,a person jumps as they extend their legs and arms in a jumping-jack motion.,jumping and gesturing
010605,Idle,"a man energetically hops and shuffles his legs as he keeps his arms bent defensively in front of him, turning to his right and moving forward and back.",hopping and gesturing
M010605,Idle,"a man energetically hops and shuffles his legs as he keeps his arms bent defensively in front of him, turning to his left and moving forward and back.",hopping and gesturing
010602,Idle,"a person crosses their arms, then uncrosses them.",gesturing
M010602,Idle,"a person crosses their arms, then uncrosses them.",gesturing
010596,Idle,person walks five steps backwards,walking backwards
M010596,Idle,person walks five steps backwards,walking backwards
010594,Idle,a person doing a shoulder stretch.,irrelevant
M010594,Idle,a person doing a shoulder stretch.,irrelevant
010588,Idle,a person kicking left leg and then kicking right out in front of them.,gesturing
M010588,Idle,a person kicking right leg and then kicking left out in front of them.,gesturing
010574,Idle,stick figure walks backwards jumps in place then walks forwards,walking and turning around
M010574,Idle,stick figure walks backwards jumps in place then walks forwards,walking and turning around and jumping
010558,Idle,a person walks in a clockwise direction.,walking in a circle
M010558,Idle,a person walks in a counterclockwise direction.,walking and turning around
010547,Idle,the person is walking to the left like a robot.,walking and gesturing
M010547,Idle,the person is walking to the right like a robot.,walking and gesturing
010542,Idle,a person standing and raising the right arms and making gestures.,gesturing
M010542,Idle,a person standing and raising the left arms and making gestures.,standing and gesturing
010535,Idle,a person jumps on his left foot several times then on his right foot then on his two feet,jumping and standing
M010535,Idle,a person jumps on his right foot several times then on his left foot then on his two feet,jumping and running
010525,Idle,a person walks straight back.,walking back
M010525,Idle,a person walks straight back.,walking back
010523,Idle,a person walks backwards and stops.,walking and stopping
M010523,Idle,a person walks backwards and stops.,walking and stopping
010508,Idle,a standing person wipes a table with their right hand in a clockwise motion.,standing and gesturing
M010508,Idle,a standing person wipes a table with their left hand in a counterclockwise motion.,standing and gesturing
010489,Idle,a person takes one large step to the side and brings their feet back together.,stepping sideways
M010489,Idle,a person takes one large step to the side and brings their feet back together.,stepping sideways
010479,Idle,an exuberant man does a russian dance.,irrelevant
M010479,Idle,an exuberant man does a russian dance.,irrelevant
010470,Idle,a person walks around in a cirlce,walking and turning around
M010470,Idle,a person walks around in a cirlce,walking in a circle
010464,Idle,"a man bends down,lowers his right hand to grabs something for support ,kneels down with both legs and then puts it aside.",falling
M010464,Idle,"a man bends down,lowers his left hand to grabs something for support ,kneels down with both legs and then puts it aside.",falling and standing
010463,Idle,the person takes a few steps and starts jumping while rotating their ams.,jumping and gesturing
M010463,Idle,the person takes a few steps and starts jumping while rotating their ams.,jumping and gesturing
010451,Idle,a person stretches their arms above their head while jumping up in the air,jumping and gesturing
M010451,Idle,a person stretches their arms above their head while jumping up in the air,jumping and gesturing
010445,Idle,a person side steps to the left for a few steps.,side stepping
M010445,Idle,a person side steps to the right for a few steps.,side stepping
010442,Idle,a person walks around and stops.,walking and turning around
M010442,Idle,a person walks around and stops.,walking and turning around
010439,Idle,a person walks backwards on their toes.,walking and gesturing
M010439,Idle,a person walks backwards on their toes.,walking and gesturing
010405,Idle,"a person jogs from side to side, before stopping in the middle.",jogging and gesturing
M010405,Idle,"a person jogs from side to side, before stopping in the middle.",jogging and gesturing
010377,Idle,the person is walking across the floor sad,walking across
M010377,Idle,the person is walking across the floor sad,walking across
010373,Idle,the man turns to the right and takes 5 steps.,turning and walking
M010373,Idle,the man turns to the left and takes 5 steps.,turning and walking
010367,Idle,person stands in a fighting position and moves feet back and fourth little at  a time,standing and gesturing
M010367,Idle,person stands in a fighting position and moves feet back and fourth little at  a time,standing and gesturing
010365,Idle,"a person jogs to one side, turns around and jogs to the other, turns around and jogs back to their original position.",jogging and turning around
M010365,Idle,"a person jogs to one side, turns around and jogs to the other, turns around and jogs back to their original position.",jogging and turning around
010360,Idle,the person is sparring with someone.,fighting
M010360,Idle,the person is sparring with someone.,fighting
010354,Idle,a person kicks his right leg forward and back and then kicks hid left leg forward and back.,kicking and gesturing
M010354,Idle,a person kicks his left leg forward and back and then kicks hid right leg forward and back.,gesturing
010345,Idle,a person standing uses their left hand to touch something on their head and then lowers it.,gesturing
M010345,Idle,a person standing uses their right hand to touch something on their head and then lowers it.,gesturing
010341,Idle,"a man standing with his arms on the waist, stretches his right hand forward and placed it back and tries stretching his left.",standing and gesturing
M010341,Idle,"a man standing with his arms on the waist, stretches his left hand forward and placed it back and tries stretching his right.",gesturing
010338,Idle,person picked up an object and moved it over,gesturing
M010338,Idle,person picked up an object and moved it over,gesturing
010336,Idle,"a person turns around and walks away, then turns around and walks back to their origin.",walking and turning around
M010336,Idle,"a person turns around and walks away, then turns around and walks back to their origin.",walking and turning around
010330,Idle,a person is doing many different hand motions with both his left and right,gesturing
M010330,Idle,a person is doing many different hand motions with both his right and left,gesturing
010327,Idle,the person is walking in circles,walking and turning around
M010327,Idle,the person is walking in circles,walking and turning around
010324,Idle,a person steps backwards slightly.,stepping back
M010324,Idle,a person steps backwards slightly.,stepping back
010313,Idle,raising arms near face.,gesturing
M010313,Idle,raising arms near face.,gesturing
010298,Idle,this person side wide to the left while looking around carefuly.,gesturing and looking around
M010298,Idle,this person side wide to the right while looking around carefuly.,gesturing
010295,Idle,person walked turned around and is punching.,walking and gesturing
M010295,Idle,person walked turned around and is punching.,walking and gesturing
010289,Idle,a person grabbed something with hands and put it down,gesturing
M010289,Idle,a person grabbed something with hands and put it down,gesturing
010286,Idle,a person jumps up and down.,jumping
M010286,Idle,a person jumps up and down.,jumping
010280,Idle,a man scratches his head with his right hand.,gesturing
M010280,Idle,a man scratches his head with his left hand.,irrelevant
010279,Idle,a man jumps once then walks horizontally to the side then walks back to the original position.,jumping and walking in a circle
M010279,Idle,a man jumps once then walks horizontally to the side then walks back to the original position.,jumping and walking in a circle
010269,Idle,person is checking the time,standing
M010269,Idle,person is checking the time,irrelevant
010257,Idle,a person is pantomiming there is a wall in front of him by pretending to touch it high and low.,gesturing
M010257,Idle,a person is pantomiming there is a wall in front of him by pretending to touch it high and low.,gesturing
010256,Idle,person is doing some kind of gesture,gesturing
M010256,Idle,person is doing some kind of gesture,gesturing
010250,Idle,"a person picks up something with his right hand, holds it up to his face, and put his arm back down.",gesturing
M010250,Idle,"a person picks up something with his left hand, holds it up to his face, and put his arm back down.",gesturing
010246,Idle,a person throws an object to their right with their right hand and then catches an object that was thrown at them.,throwing and catching
M010246,Idle,a person throws an object to their left with their left hand and then catches an object that was thrown at them.,throwing and catching
010245,Idle,"a man stands clapping in front of his body, pivots right, begins clapping above his head, then leaves his arms outstretched their shoulders.",gesturing and standing
M010245,Idle,"a man stands clapping in front of his body, pivots left, begins clapping above his head, then leaves his arms outstretched their shoulders.",gesturing
010238,Idle,the person is doing jumping jacks,jumping and gesturing
M010238,Idle,the person is doing jumping jacks,jumping and gesturing
010235,Idle,walking and then swinging arm back and forth.,walking and gesturing
M010235,Idle,walking and then swinging arm back and forth.,walking and gesturing
010225,Idle,the person is walking holding his head.,walking
M010225,Idle,the person is walking holding his head.,walking and gesturing
010217,Idle,"a person walks backwards, pivots, and then continues walking backwards slowly in a semi-circle.",walking and turning around
M010217,Idle,"a person walks backwards, pivots, and then continues walking backwards slowly in a semi-circle.",walking and turning around
010216,Idle,"a person raises both hands together to head height, then moves their right forearm back and forth rapidly.",gesturing
M010216,Idle,"a person raises both hands together to head height, then moves their left forearm back and forth rapidly.",gesturing
010212,Idle,a person waves his left hand.,gesturing
M010212,Idle,a person waves his right hand.,gesturing
010210,Idle,a standing man waves with his right hand.,standing and gesturing
M010210,Idle,a standing man waves with his left hand.,gesturing
010205,Idle,"someone standing and tries to bend his right hand ,cleans his palm as he moves forward and backward",gesturing
M010205,Idle,"someone standing and tries to bend his left hand ,cleans his palm as he moves forward and backward",standing and gesturing
010193,Idle,the person pick something up and tilted to the side and then set it back down.,gesturing
M010193,Idle,the person pick something up and tilted to the side and then set it back down.,gesturing
010172,Idle,a person waves with their right hand.,gesturing
M010172,Idle,a person waves with their left hand.,gesturing
010165,Idle,a figure stretches their biceps and shoulders by crossing one arm over the other,gesturing
M010165,Idle,a figure stretches their biceps and shoulders by crossing one arm over the other,gesturing
010137,Idle,a man takes one step to the left.,walking
M010137,Idle,a man takes one step to the right.,walking
010134,Idle,a person walks backward in a straight path.,walking and turning around
M010134,Idle,a person walks backward in a straight path.,walking and turning around
010116,Idle,"a man energetically backsteps, then turns to his right and walks forward, then backsteps again, keeping a spring in his step.",backstepping and turning with walking
M010116,Idle,"a man energetically backsteps, then turns to his left and walks forward, then backsteps again, keeping a spring in his step.",walking and turning around
010111,Idle,a person is walking in a circle in the anticlockwise direction,walking and turning around
M010111,Idle,a person is walking in a circle in the clockwise direction,walking and turning around
010110,Idle,a person is standing and jumps backward.,jumping and turning around
M010110,Idle,a person is standing and jumps backward.,standing and jumping backward
010098,Idle,"a person jumps slightly up and down with feet a part and arms held outstretched to the sides, raised slightly",jumping and gesturing
M010098,Idle,"a person jumps slightly up and down with feet a part and arms held outstretched to the sides, raised slightly",jumping and gesturing
010094,Idle,a man claps his hands 5 times.,gesturing
010092,Idle,a person is extending both their arms forward.,gesturing
010086,Idle,a person jumps in the air while turning 360 degrees.,jumping and gesturing
010068,Idle,a person appears to be hitting a ball with their right hand.,irrelevant
010047,Idle,"a person stumbles back 2 steps while flailing their left arm, then stumbles forward.",falling and gesturing
010029,Idle,a person is jumping rope and crossing his arms.,jumping and gesturing
010026,Idle,the person tries to stable themselves standing still but takes a step forward after losing balance,falling and stepping
009995,Idle,the man is making gestures,gesturing
009987,Idle,a person is walking around.,walking in a circle
009644,Idle,"a man has his hands high over his head, and shakes them slightly as he rotates his hips.",gesturing
M009644,Idle,"a man has his hands high over his head, and shakes them slightly as he rotates his hips.",gesturing and turning around
009638,Idle,a person recovering from a push to the right,falling
M009638,Idle,a person recovering from a push to the left,falling
009634,Idle,a person picking something from his left side and transferring to his right side,gesturing
M009634,Idle,a person picking something from his right side and transferring to his left side,gesturing and moving
009632,Idle,a person raises their arms then shift their body from left to right before bending down and repeating.,gesturing and shifting
M009632,Idle,a person raises their arms then shift their body from right to left before bending down and repeating.,"raising arms and gesturing, shifting body and bending down"
009616,Idle,a person standing seems to be moving their arm in a circular motions forward and backwards.,gesturing
M009616,Idle,a person standing seems to be moving their arm in a circular motions forward and backwards.,gesturing
009613,Idle,the man runs back wards,running and gesturing
M009613,Idle,the man runs back wards,running backwards
009597,Idle,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",walking and turning around
M009597,Idle,"a person walks backwards several steps, turns around, walks backwards again, turns around and begins walking backwards, then stops.",walking and turning around and stopping
009596,Idle,a person standing and stretching his arms forward and side ways.,standing and gesturing
M009596,Idle,a person standing and stretching his arms forward and side ways.,standing and gesturing
009595,Idle,the man making is making gestures,gesturing
M009595,Idle,the man making is making gestures,gesturing
009590,Idle,the man is waiting for the bus,waiting for the bus
009585,Idle,"a person jumps in the air while simultaneously turning to the left, and lands facing the person's left.",jumping and turning around
M009585,Idle,"a person jumps in the air while simultaneously turning to the right, and lands facing the person's right.",jumping and turning around
009581,Idle,a person waves with little enthusiasm.,gesturing
M009581,Idle,a person waves with little enthusiasm.,gesturing
009575,Idle,walking in a diagonal line with arm outstretched.,walking and gesturing
M009575,Idle,walking in a diagonal line with arm outstretched.,walking and gesturing
009555,Idle,"a person standing up leans forward slightly to the left and begins to sweep back and forth with their right hand above their left, then they lean slightly forwards to the right and sweep back and forth with their left hand above their right.",gesturing
M009555,Idle,"a person standing up leans forward slightly to the right and begins to sweep back and forth with their left hand above their right, then they lean slightly forwards to the left and sweep back and forth with their right hand above their left.",gesturing
009548,Idle,a man looks from side to side then puts his left hand to his face to  yawn before continuing his task.,looking and yawning
M009548,Idle,a man looks from side to side then puts his right hand to his face to  yawn before continuing his task.,looking and yawning
009545,Idle,swinging body in a circular motion.,gesturing
M009545,Idle,swinging body in a circular motion.,gesturing
009537,Idle,a man raises his right hand to his face and waves it up and down.,gesturing
M009537,Idle,a man raises his left hand to his face and waves it up and down.,gesturing
009525,Idle,a person briskly jogs back and forth before standing still,brisk jogging and standing
M009525,Idle,a person briskly jogs back and forth before standing still,briskly jogging and standing
009518,Idle,a person does a jumping jack three times.,jumping and gesturing
M009518,Idle,a person does a jumping jack three times.,jumping and gesturing
009510,Idle,the person is walking on uneven terrain.,walking across
M009510,Idle,the person is walking on uneven terrain.,walking on uneven terrain
009460,Idle,person is walking sideways to the left.,walking sideways
M009460,Idle,person is walking sideways to the right.,walking and turning around
009452,Idle,a person reaches to their right with their right hand to grab something. the person then walks to their left and abruptly turns around and begins to stroke an object with their right hand.,gesturing and walking in a circle
M009452,Idle,a person reaches to their left with their left hand to grab something. the person then walks to their right and abruptly turns around and begins to stroke an object with their left hand.,gesturing and walking in a circle
009437,Idle,a person walks quickly sideways leading with right leg.,walking and turning around
M009437,Idle,a person walks quickly sideways leading with left leg.,walking and turning around
009410,Idle,someone walking stands and begins to move shoulders and arms,walking and gesturing
M009410,Idle,someone walking stands and begins to move shoulders and arms,walking and gesturing
009407,Idle,a person walks in a counter clockwise circle,walking and turning around
M009407,Idle,a person walks in a counter counterclockwise circle,walking and turning around
009382,Idle,a person takes a step forward.,walking
M009382,Idle,a person takes a step forward.,walking
009369,Idle,jumps up high with both feet and to the right side lands back down.,jumping and gesturing
M009369,Idle,jumps up high with both feet and to the left side lands back down.,jumping and gesturing
009368,Idle,"a person who is standing with his hands by his sides turns to his left and walks thee steps, does a 180 degree turn, walks five steps in the other direction, does another 180 degree turn and walk to the center and stops.",walking and turning around and walking and turning around
M009368,Idle,"a person who is standing with his hands by his sides turns to his right and walks thee steps, does a 180 degree turn, walks five steps in the other direction, does another 180 degree turn and walk to the center and stops.",standing and turning around and walking in a circle
009331,Idle,a man moves something from one spot to another.,irrelevant
009322,Idle,the person is pacing back-and-forth.,pacing
M009322,Idle,the person is pacing back-and-forth.,pacing
009294,Idle,a person jumps up and down.,jumping
M009294,Idle,a person jumps up and down.,jumping
009284,Idle,a person is waving his arms about then steps backwards,waving and stepping back
M009284,Idle,a person is waving his arms about then steps backwards,waving and stepping back
009273,Idle,a person walks in a circle,walking in a circle
M009273,Idle,a person walks in a circle,walking in a circle
009261,Idle,person makes oval with arms and chest and kicks with right leg.,gesturing
M009261,Idle,person makes oval with arms and chest and kicks with left leg.,gesturing and kicking
009250,Idle,a person walks straight backwards.,walking backwards
M009250,Idle,a person walks straight backwards.,walking backwards
009240,Idle,the man steps backwards as if afraid of someone.,stepping back
M009240,Idle,the man steps backwards as if afraid of someone.,stepping backwards
009231,Idle,person opens a bottle then proceeds to drinking it while holding it with right hand,irrelevant
M009231,Idle,person opens a bottle then proceeds to drinking it while holding it with left hand,irrelevant
009197,Idle,"a person drops to his knees holding his hands up, stands up and then drops to his hands and knees again",kneeling and crawling
M009197,Idle,"a person drops to his knees holding his hands up, stands up and then drops to his hands and knees again","falling and kneeling, standing, falling"
009180,Idle,person walks back to sit down and pick up the landline to their ear then puts it down and gets up again,walking and gesturing
009177,Idle,walking back and forth and swinging arms.,walking and gesturing
009176,Idle,person slides to the left in a smooth motion,sliding
009164,Idle,person walks forward and uses a item to squat down. then stands up and walks backwards.,walking and turning around
009155,Idle,a person walking right and left seems he/she is distressed,walking and turning around
009143,Idle,a person takes giant steps to the right side and then back to the left.,walking and gesturing
009139,Idle,"a person is standing on their left leg, kicking  with their right leg, standing on their right leg, then kicking with their left leg before standing with both feet on the ground.",standing and gesturing
009138,Idle,the person hopped on his left foot then he hopped on his,hopping
009120,Idle,"with his hands up in front of him, a person bounces up and down loosely, slightly turning from side to side.",gesturing and jumping
009114,Idle,"someone holds their right arm, turns to the left and walks away.",gesturing and walking
009101,Idle,moving forward and jump on the floor and come backward.,jumping and turning around
009095,Idle,walking forward and then moving hands.,walking and gesturing
009087,Idle,someone is facing forward then slowly bends down and jumps 180 degrees.,jumping and turning around
009079,Idle,a person that turns around and runs and skates turns around and then does a cartwheel,running and turning around and doing a cartwheel
009077,Idle,a person kicks with their right leg.,kicking
009074,Idle,the man street his body .,irrelevant
009073,Idle,a person grabbed something with both hands and put it down,gesturing
009069,Idle,"a person is standing, and then lift their left arm as if to check the time on their watch",standing and gesturing
009053,Idle,a person walking straight looks like a brisk walk back and forth and turns back.,walking and turning around
009052,Idle,a person standing puts arms up.,standing and gesturing
008754,Idle,a person catches something and throws it with his right hand.,gesturing
M008754,Idle,a person catches something and throws it with his left hand.,gesturing
008747,Idle,"someone leans over, picks up and object and waves it around before placing it back down.",gesturing
M008747,Idle,"someone leans over, picks up and object and waves it around before placing it back down.",gesturing
008717,Idle,"a person takes a step towards the camera, turns right and takes two steps, turns right again and takes to steps all while they are raising their right leg higher then their left while walking.",walking and gesturing
M008717,Idle,"a person takes a step towards the camera, turns left and takes two steps, turns left again and takes to steps all while they are raising their left leg higher then their right while walking.",walking and gesturing
008715,Idle,a person walks jauntily,walking jauntily
M008715,Idle,a person walks jauntily,walking
008712,Idle,"a person picks up a horizontal object from their front left hand side, then places it vertically to their right.",lifting and placing
M008712,Idle,"a person picks up a horizontal object from their front right hand side, then places it vertically to their left.",reaching and placing
008711,Idle,"a person who is standing with his arms at his side, crouches, drops onto his hands, flips his feet into the air and returns with his feet on the ground.",crouching and flipping
M008711,Idle,"a person who is standing with his arms at his side, crouches, drops onto his hands, flips his feet into the air and returns with his feet on the ground.",crouching and flipping
008708,Idle,walking backwards and stopping.,walking and stopping
M008708,Idle,walking backwards and stopping.,walking and stopping
008692,Idle,"a person standing in a t pose, then proceeds to spin the right arm clockwise and then anti-clock wise ; then switches arms",gesturing and spinning
M008692,Idle,"a person standing in a t pose, then proceeds to spin the left arm counterclockwise and then anti-clock wise ; then switches arms",gesturing
008686,Idle,a person swings his left hand.,gesturing
M008686,Idle,a person swings his right hand.,gesturing
008685,Idle,person brings arms down and stairs straight ahead,standing
M008685,Idle,person brings arms down and stairs straight ahead,walking and gesturing
008680,Idle,the person is walking back-and-forth to the left to the right,walking in a circle
M008680,Idle,the person is walking back-and-forth to the right to the left,walking in a circle
008675,Idle,man is holding something with both hands and raises right hand and returns it to item he is holding.,gesturing
M008675,Idle,man is holding something with both hands and raises left hand and returns it to item he is holding.,gesturing
008673,Idle,"a man walks sideways crossing one leg over the other in one direction, the walks back in the opposite direction",walking and turning around
M008673,Idle,"a man walks sideways crossing one leg over the other in one direction, the walks back in the opposite direction",walking and turning around
008667,Idle,first move the right hand after move the left hand.,gesturing
M008667,Idle,first move the left hand after move the right hand.,gesturing
008655,Idle,"a person waves his right hand back and forth while standing, he then turns his hand to the side continueing to wave his hand and then turns his had to the back still waving",gesturing and turning
M008655,Idle,"a person waves his left hand back and forth while standing, he then turns his hand to the side continueing to wave his hand and then turns his had to the back still waving",gesturing and turning around
008648,Idle,a person walks calmly in a counter-clockwise circle and stops just before the circle completes.,walking and turning around
M008648,Idle,a person walks calmly in a clockwise circle and stops just before the circle completes.,walking and turning around
M008604,Idle,a man catches something runs to the left and pulls something.,running and gesturing
008603,Idle,walking in a diagonal line then standing.,walking and standing
M008603,Idle,walking in a diagonal line then standing.,walking and standing
008598,Idle,"a person plays the air drums while standing, starting with the center drums, moving to the left and then all the way back to the right.",gesturing and walking in a circle
M008598,Idle,"a person plays the air drums while standing, starting with the center drums, moving to the right and then all the way back to the left.",gesturing and walking in a circle
008579,Idle,the person is balancing with his left foot.,standing
M008579,Idle,the person is balancing with his right foot.,standing
008542,Idle,"a person is walking backwards to the right, then to the left, and back to the starting position.",walking and turning around
M008542,Idle,"a person is walking backwards to the left, then to the right, and back to the starting position.",walking and turning around
008536,Idle,"a person walks backwards, pushes forward, and then walks forward.",walking and turning around
M008536,Idle,"a person walks backwards, pushes forward, and then walks forward.",walking and turning around
008482,Idle,the person is washing the front of some thing.,irrelevant
M008482,Idle,the person is washing the front of some thing.,irrelevant
008467,Idle,person is standing and waving their right arm as if to get someone else's attention.,standing and gesturing
M008467,Idle,person is standing and waving their left arm as if to get someone else's attention.,standing and gesturing
008455,Idle,moving arm out then stopping.,gesturing
M008455,Idle,moving arm out then stopping.,gesturing
008453,Idle,this person dances across the floor waves his arms overhead as if to be dancing.,dancing and gesturing
M008453,Idle,this person dances across the floor waves his arms overhead as if to be dancing.,dancing and gesturing
008448,Idle,the person changes the song on their smartphone,irrelevant
M008448,Idle,the person changes the song on their smartphone,irrelevant
008446,Idle,a person walks to his right then turns around to make a jump,walking and turning around then jumping
M008446,Idle,a person walks to his left then turns around to make a jump,walking and turning around then jumping
008428,Idle,a person turns around a nd starts walking. they stop after a moment and turn around again.,walking and turning around
M008428,Idle,a person turns around a nd starts walking. they stop after a moment and turn around again.,walking and turning around
008408,Idle,"a man bends down and reaches his right arm to his left leg, and his left arm to his right leg; man holds up his left arm in the air still as the right arm makes a stirring motion in the air for 5 seconds.",gesturing
M008408,Idle,"a man bends down and reaches his left arm to his right leg, and his right arm to his left leg; man holds up his right arm in the air still as the left arm makes a stirring motion in the air for 5 seconds.",gesturing
008406,Idle,"a man holds his arms up at shoulder length, with his left arm held further from his body, and dances in a counterclockwise circle without turning his body.",gesturing and dancing
M008406,Idle,"a man holds his arms up at shoulder length, with his right arm held further from his body, and dances in a clockwise circle without turning his body.",gesturing and dancing
008389,Idle,person is waving hi with the right hand.,gesturing
M008389,Idle,person is waving hi with the left hand.,gesturing
008385,Idle,a person walks in a counter clockwise circle,walking and turning around
M008385,Idle,a person walks in a counter counterclockwise circle,walking and turning around
008384,Idle,the person is backing up walking .,backing up walking
M008384,Idle,the person is backing up walking .,walking and turning around
008376,Idle,a person jumps and turns backwards.,jumping and turning around
